#separator:tab
#html:true
#notetype:Basic
#deck:Deutsch::不规则动词
#tags column:3
nachlassen	<div class="irregular-verb-card"><h3>nachlassen</h3><table><tr><th>中文</th><td>减弱，减轻；松懈；遗留 / 减弱</td></tr><tr><th>过去式</th><td>ließ nach</td></tr><tr><th>第二分词</th><td>nachgelassen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
nehmen	<div class="irregular-verb-card"><h3>nehmen</h3><table><tr><th>中文</th><td>拿，取 / 乘坐（交通工具） / 拿</td></tr><tr><th>现在时</th><td>nimmst, nimmt</td></tr><tr><th>过去式</th><td>nahm</td></tr><tr><th>第二分词</th><td>genommen</td></tr><tr><th>命令式</th><td>nimm</td></tr><tr><th>第二虚拟式</th><td>nähme</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
riechen	<div class="irregular-verb-card"><h3>riechen</h3><table><tr><th>中文</th><td>闻，嗅；有气味 / 闻</td></tr><tr><th>现在时</th><td>riechst, riecht</td></tr><tr><th>过去式</th><td>roch</td></tr><tr><th>第二分词</th><td>gerochen</td></tr><tr><th>命令式</th><td>riech(e)</td></tr><tr><th>第二虚拟式</th><td>röche</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
rufen	<div class="irregular-verb-card"><h3>rufen</h3><table><tr><th>中文</th><td>喊，叫；呼唤 / 叫喊</td></tr><tr><th>现在时</th><td>rufst, ruft</td></tr><tr><th>过去式</th><td>rief</td></tr><tr><th>第二分词</th><td>gerufen</td></tr><tr><th>命令式</th><td>ruf(e)</td></tr><tr><th>第二虚拟式</th><td>riefe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schaffen	<div class="irregular-verb-card"><h3>schaffen</h3><table><tr><th>中文</th><td>创造 / 完成</td></tr><tr><th>现在时</th><td>schaffst, schafft</td></tr><tr><th>过去式</th><td>schuf</td></tr><tr><th>第二分词</th><td>geschaffen</td></tr><tr><th>命令式</th><td>schaff(e)</td></tr><tr><th>第二虚拟式</th><td>schüfe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
scheinen	<div class="irregular-verb-card"><h3>scheinen</h3><table><tr><th>中文</th><td>照耀，发光 / 似乎，看起来 / 照耀；似乎</td></tr><tr><th>现在时</th><td>scheinst, scheint</td></tr><tr><th>过去式</th><td>schien</td></tr><tr><th>第二分词</th><td>geschienen</td></tr><tr><th>命令式</th><td>schein(e)</td></tr><tr><th>第二虚拟式</th><td>schiene</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schlafen	<div class="irregular-verb-card"><h3>schlafen</h3><table><tr><th>中文</th><td>睡觉</td></tr><tr><th>现在时</th><td>schläfst, schläft</td></tr><tr><th>过去式</th><td>schlief</td></tr><tr><th>第二分词</th><td>geschlafen</td></tr><tr><th>命令式</th><td>schlaf(e)</td></tr><tr><th>第二虚拟式</th><td>schliefe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schließen	<div class="irregular-verb-card"><h3>schließen</h3><table><tr><th>中文</th><td>关闭；结束；推断 / 关闭</td></tr><tr><th>现在时</th><td>schließt, schließt</td></tr><tr><th>过去式</th><td>schloss</td></tr><tr><th>第二分词</th><td>geschlossen</td></tr><tr><th>命令式</th><td>schließ(e)</td></tr><tr><th>第二虚拟式</th><td>schlösse</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schneiden	<div class="irregular-verb-card"><h3>schneiden</h3><table><tr><th>中文</th><td>切 / 剪</td></tr><tr><th>现在时</th><td>schneidest, schneidet</td></tr><tr><th>过去式</th><td>schnitt</td></tr><tr><th>第二分词</th><td>geschnitten</td></tr><tr><th>命令式</th><td>schneid(e)</td></tr><tr><th>第二虚拟式</th><td>schnitte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schreiben	<div class="irregular-verb-card"><h3>schreiben</h3><table><tr><th>中文</th><td>写 / 写信</td></tr><tr><th>现在时</th><td>schreibst, schreibt</td></tr><tr><th>过去式</th><td>schrieb</td></tr><tr><th>第二分词</th><td>geschrieben</td></tr><tr><th>命令式</th><td>schreib(e)</td></tr><tr><th>第二虚拟式</th><td>schriebe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schreien	<div class="irregular-verb-card"><h3>schreien</h3><table><tr><th>中文</th><td>喊叫 / 尖叫</td></tr><tr><th>现在时</th><td>schreist, schreit</td></tr><tr><th>过去式</th><td>schrie</td></tr><tr><th>第二分词</th><td>geschrien</td></tr><tr><th>命令式</th><td>schrei(e)</td></tr><tr><th>第二虚拟式</th><td>schriee</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
schweigen	<div class="irregular-verb-card"><h3>schweigen</h3><table><tr><th>中文</th><td>沉默 / 不说话</td></tr><tr><th>现在时</th><td>schweigst, schweigt</td></tr><tr><th>过去式</th><td>schwieg</td></tr><tr><th>第二分词</th><td>geschwiegen</td></tr><tr><th>命令式</th><td>schweig(e)</td></tr><tr><th>第二虚拟式</th><td>schwiege</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sehen	<div class="irregular-verb-card"><h3>sehen</h3><table><tr><th>中文</th><td>看，看见 / 看见</td></tr><tr><th>现在时</th><td>siehst, sieht</td></tr><tr><th>过去式</th><td>sah</td></tr><tr><th>第二分词</th><td>gesehen</td></tr><tr><th>命令式</th><td>sieh(e)</td></tr><tr><th>第二虚拟式</th><td>sähe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sein	<div class="irregular-verb-card"><h3>sein</h3><table><tr><th>中文</th><td>是</td></tr><tr><th>现在时</th><td>bist, ist</td></tr><tr><th>过去式</th><td>war</td></tr><tr><th>第二分词</th><td>gewesen</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>sei; seid</td></tr><tr><th>第二虚拟式</th><td>wäre</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
singen	<div class="irregular-verb-card"><h3>singen</h3><table><tr><th>中文</th><td>唱歌 / 唱</td></tr><tr><th>现在时</th><td>singst, singt</td></tr><tr><th>过去式</th><td>sang</td></tr><tr><th>第二分词</th><td>gesungen</td></tr><tr><th>命令式</th><td>sing(e)</td></tr><tr><th>第二虚拟式</th><td>sänge</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sinken	<div class="irregular-verb-card"><h3>sinken</h3><table><tr><th>中文</th><td>下降 / 下沉</td></tr><tr><th>现在时</th><td>sinkst, sinkt</td></tr><tr><th>过去式</th><td>sank</td></tr><tr><th>第二分词</th><td>gesunken</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>sink(e)</td></tr><tr><th>第二虚拟式</th><td>sänke</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sitzen	<div class="irregular-verb-card"><h3>sitzen</h3><table><tr><th>中文</th><td>坐 / 位于</td></tr><tr><th>现在时</th><td>sitzt, sitzt</td></tr><tr><th>过去式</th><td>saß</td></tr><tr><th>第二分词</th><td>gesessen</td></tr><tr><th>命令式</th><td>sitz(e)</td></tr><tr><th>第二虚拟式</th><td>säße</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sollen	<div class="irregular-verb-card"><h3>sollen</h3><table><tr><th>中文</th><td>应该 / 应当</td></tr><tr><th>现在时</th><td>sollst, soll</td></tr><tr><th>过去式</th><td>sollte</td></tr><tr><th>第二分词</th><td>gesollt</td></tr><tr><th>第二虚拟式</th><td>sollte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sprechen	<div class="irregular-verb-card"><h3>sprechen</h3><table><tr><th>中文</th><td>说话，讲 / 说</td></tr><tr><th>现在时</th><td>sprichst, spricht</td></tr><tr><th>过去式</th><td>sprach</td></tr><tr><th>第二分词</th><td>gesprochen</td></tr><tr><th>命令式</th><td>sprich</td></tr><tr><th>第二虚拟式</th><td>spräche</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
stechen	<div class="irregular-verb-card"><h3>stechen</h3><table><tr><th>中文</th><td>刺 / 叮</td></tr><tr><th>过去式</th><td>stach</td></tr><tr><th>第二分词</th><td>gestochen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
stehen	<div class="irregular-verb-card"><h3>stehen</h3><table><tr><th>中文</th><td>站；处于；适合 / 站；位于</td></tr><tr><th>现在时</th><td>stehst, steht</td></tr><tr><th>过去式</th><td>stand</td></tr><tr><th>第二分词</th><td>gestanden</td></tr><tr><th>命令式</th><td>steh(e)</td></tr><tr><th>第二虚拟式</th><td>stünde / stände</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
steigen	<div class="irregular-verb-card"><h3>steigen</h3><table><tr><th>中文</th><td>上升，攀登 / 上涨 / 上升</td></tr><tr><th>现在时</th><td>steigst, steigt</td></tr><tr><th>过去式</th><td>stieg</td></tr><tr><th>第二分词</th><td>gestiegen</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>steig(e)</td></tr><tr><th>第二虚拟式</th><td>stiege</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
sterben	<div class="irregular-verb-card"><h3>sterben</h3><table><tr><th>中文</th><td>死亡，去世 / 消亡，消失 / 死亡</td></tr><tr><th>现在时</th><td>stirbst, stirbt</td></tr><tr><th>过去式</th><td>starb</td></tr><tr><th>第二分词</th><td>gestorben</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>stirb</td></tr><tr><th>第二虚拟式</th><td>stürbe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
streichen	<div class="irregular-verb-card"><h3>streichen</h3><table><tr><th>中文</th><td>涂；删除</td></tr><tr><th>过去式</th><td>strich</td></tr><tr><th>第二分词</th><td>gestrichen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
streiten	<div class="irregular-verb-card"><h3>streiten</h3><table><tr><th>中文</th><td>争吵，争论 / 争吵</td></tr><tr><th>现在时</th><td>streitest, streitet</td></tr><tr><th>过去式</th><td>stritt</td></tr><tr><th>第二分词</th><td>gestritten</td></tr><tr><th>命令式</th><td>streit(e)</td></tr><tr><th>第二虚拟式</th><td>stritte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
tragen	<div class="irregular-verb-card"><h3>tragen</h3><table><tr><th>中文</th><td>携带；穿；承担 / 携带；穿</td></tr><tr><th>现在时</th><td>trägst, trägt</td></tr><tr><th>过去式</th><td>trug</td></tr><tr><th>第二分词</th><td>getragen</td></tr><tr><th>命令式</th><td>trag(e)</td></tr><tr><th>第二虚拟式</th><td>trüge</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
treffen	<div class="irregular-verb-card"><h3>treffen</h3><table><tr><th>中文</th><td>遇见；击中；会面 / 遇见；击中</td></tr><tr><th>现在时</th><td>triffst, trifft</td></tr><tr><th>过去式</th><td>traf</td></tr><tr><th>第二分词</th><td>getroffen</td></tr><tr><th>命令式</th><td>triff</td></tr><tr><th>第二虚拟式</th><td>träfe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
treiben	<div class="irregular-verb-card"><h3>treiben</h3><table><tr><th>中文</th><td>驱动；进行；漂浮 / 驱动；从事</td></tr><tr><th>现在时</th><td>treibst, treibt</td></tr><tr><th>过去式</th><td>trieb</td></tr><tr><th>第二分词</th><td>getrieben</td></tr><tr><th>命令式</th><td>treib(e)</td></tr><tr><th>第二虚拟式</th><td>triebe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
treten	<div class="irregular-verb-card"><h3>treten</h3><table><tr><th>中文</th><td>踩 / 踢 / 踏；踢</td></tr><tr><th>现在时</th><td>trittst, tritt</td></tr><tr><th>过去式</th><td>trat</td></tr><tr><th>第二分词</th><td>getreten</td></tr><tr><th>助动词</th><td>haben/sein</td></tr><tr><th>命令式</th><td>tritt</td></tr><tr><th>第二虚拟式</th><td>träte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
trinken	<div class="irregular-verb-card"><h3>trinken</h3><table><tr><th>中文</th><td>喝 / 饮</td></tr><tr><th>现在时</th><td>trinkst, trinkt</td></tr><tr><th>过去式</th><td>trank</td></tr><tr><th>第二分词</th><td>getrunken</td></tr><tr><th>命令式</th><td>trink(e)</td></tr><tr><th>第二虚拟式</th><td>tränke</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
tun	<div class="irregular-verb-card"><h3>tun</h3><table><tr><th>中文</th><td>做 / 干</td></tr><tr><th>现在时</th><td>tust, tut</td></tr><tr><th>过去式</th><td>tat</td></tr><tr><th>第二分词</th><td>getan</td></tr><tr><th>命令式</th><td>tu(e)</td></tr><tr><th>第二虚拟式</th><td>täte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
unterbrechen	<div class="irregular-verb-card"><h3>unterbrechen</h3><table><tr><th>中文</th><td>打断，中断 / 打断</td></tr><tr><th>现在时</th><td>unterbrichst, unterbricht</td></tr><tr><th>过去式</th><td>unterbrach</td></tr><tr><th>第二分词</th><td>unterbrochen</td></tr><tr><th>命令式</th><td>unterbrich</td></tr><tr><th>第二虚拟式</th><td>unterbräche</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
unterhalten	<div class="irregular-verb-card"><h3>unterhalten</h3><table><tr><th>中文</th><td>交谈；娱乐；维持 / 交谈；娱乐</td></tr><tr><th>过去式</th><td>unterhielt</td></tr><tr><th>第二分词</th><td>unterhalten</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
verbinden	<div class="irregular-verb-card"><h3>verbinden</h3><table><tr><th>中文</th><td>连接，结合 / 连接</td></tr><tr><th>现在时</th><td>verbindest, verbindet</td></tr><tr><th>过去式</th><td>verband</td></tr><tr><th>第二分词</th><td>verbunden</td></tr><tr><th>命令式</th><td>verbind(e)</td></tr><tr><th>第二虚拟式</th><td>verbände</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
vergessen	<div class="irregular-verb-card"><h3>vergessen</h3><table><tr><th>中文</th><td>忘记</td></tr><tr><th>现在时</th><td>vergisst, vergisst</td></tr><tr><th>过去式</th><td>vergaß</td></tr><tr><th>第二分词</th><td>vergessen</td></tr><tr><th>命令式</th><td>vergiss</td></tr><tr><th>第二虚拟式</th><td>vergäße</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
vergießen	<div class="irregular-verb-card"><h3>vergießen</h3><table><tr><th>中文</th><td>洒出，泼出；流（泪、血） / 洒出</td></tr><tr><th>现在时</th><td>vergießt, vergießt</td></tr><tr><th>过去式</th><td>vergoss</td></tr><tr><th>第二分词</th><td>vergossen</td></tr><tr><th>命令式</th><td>vergieß(e)</td></tr><tr><th>第二虚拟式</th><td>vergösse</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
verlieren	<div class="irregular-verb-card"><h3>verlieren</h3><table><tr><th>中文</th><td>丢失，失去 / 失去；输掉 / 失去</td></tr><tr><th>现在时</th><td>verlierst, verliert</td></tr><tr><th>过去式</th><td>verlor</td></tr><tr><th>第二分词</th><td>verloren</td></tr><tr><th>命令式</th><td>verlier(e)</td></tr><tr><th>第二虚拟式</th><td>verlöre</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
vermeiden	<div class="irregular-verb-card"><h3>vermeiden</h3><table><tr><th>中文</th><td>避免</td></tr><tr><th>现在时</th><td>vermeidest, vermeidet</td></tr><tr><th>过去式</th><td>vermied</td></tr><tr><th>第二分词</th><td>vermieden</td></tr><tr><th>命令式</th><td>vermeid(e)</td></tr><tr><th>第二虚拟式</th><td>vermiede</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
verschwinden	<div class="irregular-verb-card"><h3>verschwinden</h3><table><tr><th>中文</th><td>消失 / 失踪</td></tr><tr><th>现在时</th><td>verschwindest, verschwindet</td></tr><tr><th>过去式</th><td>verschwand</td></tr><tr><th>第二分词</th><td>verschwunden</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>verschwind(e)</td></tr><tr><th>第二虚拟式</th><td>verschwände</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
versenden	<div class="irregular-verb-card"><h3>versenden</h3><table><tr><th>中文</th><td>发送，寄出（邮件、包裹等） / 寄送</td></tr><tr><th>过去式</th><td>versandte/versendete</td></tr><tr><th>第二分词</th><td>versandt/versendet</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
versinken	<div class="irregular-verb-card"><h3>versinken</h3><table><tr><th>中文</th><td>沉没，下沉 / 陷入（某种状态） / 沉没</td></tr><tr><th>过去式</th><td>versank</td></tr><tr><th>第二分词</th><td>versunken</td></tr><tr><th>助动词</th><td>sein</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
vorkommen	<div class="irregular-verb-card"><h3>vorkommen</h3><table><tr><th>中文</th><td>发生 / 出现 / 觉得</td></tr><tr><th>过去式</th><td>kam vor</td></tr><tr><th>第二分词</th><td>vorgekommen</td></tr><tr><th>助动词</th><td>sein</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
wahrnehmen	<div class="irregular-verb-card"><h3>wahrnehmen</h3><table><tr><th>中文</th><td>察觉；履行</td></tr><tr><th>过去式</th><td>nahm wahr</td></tr><tr><th>第二分词</th><td>wahrgenommen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
waschen	<div class="irregular-verb-card"><h3>waschen</h3><table><tr><th>中文</th><td>洗</td></tr><tr><th>现在时</th><td>wäschst, wäscht</td></tr><tr><th>过去式</th><td>wusch</td></tr><tr><th>第二分词</th><td>gewaschen</td></tr><tr><th>命令式</th><td>wasch(e)</td></tr><tr><th>第二虚拟式</th><td>wüsche</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
werben	<div class="irregular-verb-card"><h3>werben</h3><table><tr><th>中文</th><td>做广告，宣传 / 招募，争取 / 宣传；招揽</td></tr><tr><th>过去式</th><td>warb</td></tr><tr><th>第二分词</th><td>geworben</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
werden	<div class="irregular-verb-card"><h3>werden</h3><table><tr><th>中文</th><td>成为 / 变得 / 将</td></tr><tr><th>现在时</th><td>wirst, wird</td></tr><tr><th>过去式</th><td>wurde</td></tr><tr><th>第二分词</th><td>geworden</td></tr><tr><th>助动词</th><td>sein</td></tr><tr><th>命令式</th><td>werd(e)</td></tr><tr><th>第二虚拟式</th><td>würde</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
werfen	<div class="irregular-verb-card"><h3>werfen</h3><table><tr><th>中文</th><td>扔，投掷 / 扔</td></tr><tr><th>现在时</th><td>wirfst, wirft</td></tr><tr><th>过去式</th><td>warf</td></tr><tr><th>第二分词</th><td>geworfen</td></tr><tr><th>命令式</th><td>wirf</td></tr><tr><th>第二虚拟式</th><td>würfe</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
wiegen	<div class="irregular-verb-card"><h3>wiegen</h3><table><tr><th>中文</th><td>称重 / 摇晃</td></tr><tr><th>现在时</th><td>wiegst, wiegt</td></tr><tr><th>过去式</th><td>wog</td></tr><tr><th>第二分词</th><td>gewogen</td></tr><tr><th>命令式</th><td>wieg(e)</td></tr><tr><th>第二虚拟式</th><td>wöge</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
wissen	<div class="irregular-verb-card"><h3>wissen</h3><table><tr><th>中文</th><td>知道</td></tr><tr><th>现在时</th><td>weißt, weiß</td></tr><tr><th>过去式</th><td>wusste</td></tr><tr><th>第二分词</th><td>gewusst</td></tr><tr><th>命令式</th><td>wisse</td></tr><tr><th>第二虚拟式</th><td>wüsste</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
wollen	<div class="irregular-verb-card"><h3>wollen</h3><table><tr><th>中文</th><td>想要，愿意 / 想要</td></tr><tr><th>现在时</th><td>willst, will</td></tr><tr><th>过去式</th><td>wollte</td></tr><tr><th>第二分词</th><td>gewollt</td></tr><tr><th>命令式</th><td>wolle</td></tr><tr><th>第二虚拟式</th><td>wollte</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
ziehen	<div class="irregular-verb-card"><h3>ziehen</h3><table><tr><th>中文</th><td>拉，拖 / 移动，迁移 / 抽出，拔出 / 拉；搬迁</td></tr><tr><th>现在时</th><td>ziehst, zieht</td></tr><tr><th>过去式</th><td>zog</td></tr><tr><th>第二分词</th><td>gezogen</td></tr><tr><th>助动词</th><td>haben/sein</td></tr><tr><th>命令式</th><td>zieh(e)</td></tr><tr><th>第二虚拟式</th><td>zöge</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
zugeben	<div class="irregular-verb-card"><h3>zugeben</h3><table><tr><th>中文</th><td>承认；添加 / 承认</td></tr><tr><th>过去式</th><td>gab zu</td></tr><tr><th>第二分词</th><td>zugegeben</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
zuschreien	<div class="irregular-verb-card"><h3>zuschreien</h3><table><tr><th>中文</th><td>朝...喊叫 / 朝某人喊</td></tr><tr><th>过去式</th><td>schrie zu</td></tr><tr><th>第二分词</th><td>zugeschrien</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
zuweisen	<div class="irregular-verb-card"><h3>zuweisen</h3><table><tr><th>中文</th><td>分配，指派 / 分配</td></tr><tr><th>过去式</th><td>wies zu</td></tr><tr><th>第二分词</th><td>zugewiesen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
zwingen	<div class="irregular-verb-card"><h3>zwingen</h3><table><tr><th>中文</th><td>强迫，迫使 / 强迫</td></tr><tr><th>过去式</th><td>zwang</td></tr><tr><th>第二分词</th><td>gezwungen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
überfliegen	<div class="irregular-verb-card"><h3>überfliegen</h3><table><tr><th>中文</th><td>浏览 / 飞越；浏览</td></tr><tr><th>过去式</th><td>überflog</td></tr><tr><th>第二分词</th><td>überflogen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
übernehmen	<div class="irregular-verb-card"><h3>übernehmen</h3><table><tr><th>中文</th><td>接管；承担</td></tr><tr><th>过去式</th><td>übernahm</td></tr><tr><th>第二分词</th><td>übernommen</td></tr></table></div>	不规则动词 irregular_verbs Deutsch
